channel,index,exemplar_rank,source_train_index,source_full_signature,source_ordered_units,source_unit_kinds,source_is_multi_unit,covers_test_full_signature,grounded_plan_trigram_jaccard
productivity,190,1,222,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,204,1,137,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,228,1,691,"{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""state_change(push,cardboardbox,R1)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""fetch(pumpkin)"",""state_change(push,cardboardbox,R1)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,229,1,518,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,233,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,240,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,258,1,6776,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(spoon)"",""relocate(spoon,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(spoon)"",""relocate(spoon,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,282,1,291,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,284,1,6776,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(spoon)"",""relocate(spoon,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(spoon)"",""relocate(spoon,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.07692307692307693
productivity,296,1,142,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,320,1,2798,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,327,1,3687,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,rack)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,rack)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,338,1,160,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,338,2,1305,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,338,3,1436,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,344,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,347,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,365,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,366,1,1762,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,366,2,3390,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,369,1,1049,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,375,1,652,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,376,1,137,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,379,1,1049,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,384,1,957,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,384,2,1338,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,396,1,160,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,396,2,1305,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,396,3,1436,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,403,1,4084,"{""object_count"":1,""ordered_units"":[""fetch(fork)"",""relocate(fork,kitchen work area)""],""plan_length"":5}","[""fetch(fork)"",""relocate(fork,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,421,1,169,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,430,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,435,1,291,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,447,1,3563,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,447,2,4009,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,447,3,4059,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,448,1,188,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,kitchen work area)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,474,1,24,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,477,1,270,"{""object_count"":1,""ordered_units"":[""fetch(cooling fan)"",""relocate(cooling fan,kitchen island area)""],""plan_length"":5}","[""fetch(cooling fan)"",""relocate(cooling fan,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,484,1,652,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,487,1,5045,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,491,1,1270,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,499,1,3,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,499,2,501,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,516,1,198,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,541,1,142,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,547,1,383,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,563,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,587,1,24,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,604,1,1119,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,616,1,4343,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,rack)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,rack)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,621,1,518,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,629,1,1016,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,630,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,636,1,24,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,659,1,310,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,664,1,52,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,673,1,1176,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,673,2,1248,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,675,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,698,1,222,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,719,1,3660,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,722,1,1191,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,722,2,1629,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,732,1,201,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,750,1,222,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,754,1,646,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,780,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,789,1,52,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,797,1,52,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,799,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,804,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,844,1,7,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,855,1,230,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,858,1,123,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,861,1,84,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,863,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,874,1,26,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,879,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,882,1,230,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,883,1,89,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,890,1,196,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,896,1,1119,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,907,1,3321,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen work area)""],""plan_length"":5}","[""fetch(kettle)"",""relocate(kettle,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,914,1,160,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,914,2,1305,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,914,3,1436,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,918,1,196,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,919,1,82,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
